         423826 function calls (410833 primitive calls) in 1.550 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 formatters.py:266(TimeLeft)
        1    0.000    0.000    0.000    0.000 formatters.py:328(SpinningWheel)
        1    0.000    0.000    0.000    0.000 completer.py:172(ProvisionalCompleterWarning)
        1    0.000    0.000    0.000    0.000 parser.py:41(InternalParseError)
        1    0.000    0.000    0.000    0.000 tree.py:330(Node)
        1    0.000    0.000    0.000    0.000 grammar_parser.py:148(NFAState)
        1    0.000    0.000    0.000    0.000 tree.py:299(_StringComparisonMixin)
        1    0.000    0.000    0.000    0.000 tree.py:715(IfStmt)
        1    0.000    0.000    0.000    0.000 pep8.py:108(ImplicitNode)
        1    0.000    0.000    0.000    0.000 access.py:106(compiled_objects_cache)
        1    0.000    0.000    0.000    0.000 stub_value.py:58(StubModuleContext)
        1    0.000    0.000    0.000    0.000 stub_value.py:85(_StubName)
        1    0.000    0.000    0.000    0.000 instance.py:48(AnonymousMethodExecutionContext)
        1    0.000    0.000    0.000    0.000 instance.py:466(SelfName)
        1    0.000    0.000    0.000    0.000 __init__.py:286(Listener)
        1    0.000    0.000    0.000    0.000 stdlib.py:359(ClassMethodGet)
        1    0.000    0.000    0.000    0.000 stdlib.py:372(ClassMethodArguments)
        1    0.000    0.000    0.000    0.000 __init__.py:25(UnknownBackend)
        1    0.000    0.000    0.000    0.000 constraints.py:109(_IntegerInterval)
        1    0.000    0.000    0.000    0.000 constraints.py:126(_IntegerLessThan)
        1    0.000    0.000    0.000    0.000 transforms.py:376(AbsTransform)
        1    0.000    0.000    0.000    0.000 sampler.py:51(SequentialSampler)
        1    0.000    0.000    0.000    0.000 dataset.py:8(Dataset)
        1    0.000    0.000    0.000    0.000 dataset.py:244(Subset)
        1    0.000    0.000    0.000    0.000 fetch.py:7(_BaseDatasetFetcher)
        1    0.000    0.000    0.000    0.000 _classes.py:3(_Classes)
        1    0.000    0.000    0.000    0.000 core.py:270(RewardWrapper)
        1    0.000    0.000    0.000    0.000 case.py:137(_AssertRaisesBaseContext)
        1    0.000    0.000    0.000    0.000 case.py:278(_CapturingHandler)
        1    0.000    0.000    0.000    0.000 runner.py:13(_WritelnDecorator)
        1    0.000    0.000    0.000    0.000 hashing.py:27(_ConsistentSet)
        1    0.000    0.000    0.000    0.000 pool.py:52(CustomizablePickler)
        1    0.000    0.000    0.000    0.000 _base.py:621(Future)
        2    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.lock' objects}
        1    0.000    0.000    0.000    0.000 {method 'index' of 'list' objects}
        1    0.000    0.000    0.000    0.000 {built-in method sys.setrecursionlimit}
        1    0.000    0.000    0.000    0.000 {built-in method numpy.core._multiarray_umath.set_typeDict}
        1    0.000    0.000    0.000    0.000 os.py:1077(__subclasshook__)
        1    0.000    0.000    0.000    0.000 ntpath.py:212(basename)
        1    0.000    0.000    0.000    0.000 sre_parse.py:98(checkgroup)
        1    0.000    0.000    0.000    0.000 __init__.py:427(LibraryLoader)
        1    0.000    0.000    0.000    0.000 _endian.py:23(_swapped_meta)
        1    0.000    0.000    0.000    0.000 __init__.py:29(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:151(py_object)
        1    0.000    0.000    0.000    0.000 multiarray.py:1043(copyto)
        1    0.000    0.000    0.000    0.000 pathlib.py:501(_PreciseSelector)
        1    0.000    0.000    0.000    0.000 numeric.py:74(ComplexWarning)
        1    0.000    0.000    0.000    0.000 _exceptions.py:34(UFuncTypeError)
        1    0.000    0.000    0.000    0.000 _exceptions.py:101(_UFuncOutputCastingError)
        1    0.000    0.000    0.000    0.000 _exceptions.py:125(AxisError)
        2    0.000    0.000    0.000    0.000 arrayprint.py:464(_recursive_guard)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1156(BoolFormat)
        1    0.000    0.000    0.000    0.000 getlimits.py:34(MachArLike)
        1    0.000    0.000    0.000    0.000 index_tricks.py:257(OGridClass)
        1    0.000    0.000    0.000    0.000 index_tricks.py:684(IndexExpression)
        1    0.000    0.000    0.000    0.000 ast.py:247(NodeVisitor)
        1    0.000    0.000    0.000    0.000 stride_tricks.py:16(DummyArray)
        3    0.000    0.000    0.000    0.000 core.py:873(__init__)
        1    0.000    0.000    0.000    0.000 core.py:1131(_DomainedBinaryOperation)
        1    0.000    0.000    0.000    0.000 __init__.py:192(DoubleStorage)
        1    0.000    0.000    0.000    0.000 _utils.py:366(KeyErrorMessage)
        1    0.000    0.000    0.000    0.000 inspect.py:478(getmro)
        1    0.000    0.000    0.000    0.000 serialization.py:199(_open_buffer_reader)
        1    0.000    0.000    0.000    0.000 _tensor_str.py:71(_Formatter)
        1    0.000    0.000    0.000    0.000 _jit_internal.py:655(FinalCls)
        1    0.000    0.000    0.000    0.000 conv.py:347(Conv3d)
        1    0.000    0.000    0.000    0.000 activation.py:156(Hardtanh)
        1    0.000    0.000    0.000    0.000 activation.py:218(ReLU6)
        1    0.000    0.000    0.000    0.000 activation.py:336(CELU)
        1    0.000    0.000    0.000    0.000 activation.py:379(SELU)
        1    0.000    0.000    0.000    0.000 activation.py:422(GLU)
        1    0.000    0.000    0.000    0.000 activation.py:633(Softshrink)
        1    0.000    0.000    0.000    0.000 loss.py:368(MSELoss)
        1    0.000    0.000    0.000    0.000 loss.py:966(CosineEmbeddingLoss)
        1    0.000    0.000    0.000    0.000 pooling.py:221(MaxUnpool1d)
        1    0.000    0.000    0.000    0.000 batchnorm.py:182(BatchNorm2d)
        1    0.000    0.000    0.000    0.000 profiler.py:313(record_function)
        1    0.000    0.000    0.000    0.000 normalization.py:55(CrossMapLRN2d)
        1    0.000    0.000    0.000    0.000 _functions.py:50(Gather)
        1    0.000    0.000    0.000    0.000 fused.py:5(ConvReLU2d)
        1    0.000    0.000    0.000    0.000 __init__.py:1487(_CachedForward)
        1    0.000    0.000    0.000    0.000 __init__.py:2105(_disable_tracing)
        1    0.000    0.000    0.000    0.000 _recursive.py:219(ConcreteTypeStore)
        1    0.000    0.000    0.000    0.000 frontend.py:176(SourceContext)
        1    0.000    0.000    0.000    0.000 lr_scheduler.py:308(StepLR)
        1    0.000    0.000    0.000    0.000 context.py:317(SpawnProcess)
        1    0.000    0.000    0.000    0.000 util.py:362(ForkAwareLocal)
        1    0.000    0.000    0.000    0.000 __init__.py:17(ExportTypes)
        1    0.000    0.000    0.000    0.000 request.py:1501(FTPHandler)
        1    0.000    0.000    0.000    0.000 feedparser.py:532(BytesFeedParser)
        1    0.000    0.000    0.000    0.000 _policybase.py:41(__init__)
        1    0.000    0.000    0.000    0.000 calendar.py:24(IllegalMonthError)
        1    0.000    0.000    0.000    0.000 message.py:1168(EmailMessage)
        1    0.000    0.000    0.000    0.000 utils.py:212(CallbackIOWrapper)
        2    0.000    0.000    0.000    0.000 ansitowin32.py:106(should_wrap)
        1    0.000    0.000    0.000    0.000 ansi.py:25(AnsiCodes)
        1    0.000    0.000    0.000    0.000 winterm.py:17(WinStyle)
        1    0.000    0.000    0.000    0.000 __init__.py:1158(PlaceHolder)
        1    0.000    0.000    0.000    0.000 getipython.py:3(<module>)
        1    0.000    0.000    0.000    0.000 traitlets.py:1856(Int)
        1    0.000    0.000    0.000    0.000 traitlets.py:1991(Complex)
        1    0.000    0.000    0.000    0.000 configurable.py:22(ConfigurableError)
        1    0.000    0.000    0.000    0.000 loader.py:492(CommandLineConfigLoader)
        1    0.000    0.000    0.000    0.000 argparse.py:906(_StoreTrueAction)
        1    0.000    0.000    0.000    0.000 argparse.py:1005(_CountAction)
        1    0.000    0.000    0.000    0.000 argparse.py:1047(_VersionAction)
        1    0.000    0.000    0.000    0.000 argparse.py:1225(Namespace)
        1    0.000    0.000    0.000    0.000 argparse.py:1586(_MutuallyExclusiveGroup)
        1    0.000    0.000    0.000    0.000 pydoc.py:293(ErrorDuringImport)
        1    0.000    0.000    0.000    0.000 pydoc.py:2101(ModuleScanner)
        1    0.000    0.000    0.000    0.000 bdb.py:13(BdbQuit)
        1    0.000    0.000    0.000    0.000 coloransi.py:57(TermColors)
        1    0.000    0.000    0.000    0.000 decorators.py:7(<module>)
        1    0.000    0.000    0.000    0.000 magic_arguments.py:193(magic_arguments)
        1    0.000    0.000    0.000    0.000 error.py:41(UsageError)
        1    0.000    0.000    0.000    0.000 text.py:487(EvalFormatter)
        1    0.000    0.000    0.000    0.000 display.py:982(Javascript)
        1    0.000    0.000    0.000    0.000 getpass.py:26(GetPassWarning)
        1    0.000    0.000    0.000    0.000 __init__.py:324(_automodule)
        1    0.000    0.000    0.000    0.000 lexer.py:853(ProfilingRegexLexer)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-20>:1(<module>)
        1    0.000    0.000    0.000    0.000 events.py:24(SendfileNotAvailableError)
        1    0.000    0.000    0.000    0.000 protocols.py:105(BufferedProtocol)
        1    0.000    0.000    0.000    0.000 queues.py:10(QueueEmpty)
        1    0.000    0.000    0.000    0.000 windows_events.py:814(_WindowsSubprocessTransport)
        1    0.000    0.000    0.000    0.000 windows_utils.py:126(Popen)
        1    0.000    0.000    0.000    0.000 __init__.py:17(<module>)
        1    0.000    0.000    0.000    0.000 minidom.py:1188(CDATASection)
        1    0.000    0.000    0.000    0.000 processors.py:586(AppendAutoSuggestion)
        1    0.000    0.000    0.000    0.000 toolbars.py:331(CompletionsToolbar)
        1    0.000    0.000    0.000    0.000 tree.py:352(ErrorLeaf)
        1    0.000    0.000    0.000    0.000 tree.py:118(PythonLeaf)
        1    0.000    0.000    0.000    0.000 tree.py:997(AssertStmt)
        1    0.000    0.000    0.000    0.000 tree.py:1050(ExprStmt)
        1    0.000    0.000    0.000    0.000 errors.py:441(_ContinueChecks)
        1    0.000    0.000    0.000    0.000 errors.py:460(_YieldFromCheck)
        1    0.000    0.000    0.000    0.000 errors.py:552(_ReturnAndYieldChecks)
        1    0.000    0.000    0.000    0.000 normalizer.py:110(NormalizerConfig)
        1    0.000    0.000    0.000    0.000 pep8.py:122(BackslashNode)
        1    0.000    0.000    0.000    0.000 _compatibility.py:51(DummyFile)
        1    0.000    0.000    0.000    0.000 debug.py:50(Fore)
        1    0.000    0.000    0.000    0.000 cache.py:110(time_cache)
        1    0.000    0.000    0.000    0.000 cache.py:87(func)
        1    0.000    0.000    0.000    0.000 base_value.py:304(ValueWrapper)
        1    0.000    0.000    0.000    0.000 value.py:1(BaseValue)
        1    0.000    0.000    0.000    0.000 filters.py:171(FunctionExecutionFilter)
        1    0.000    0.000    0.000    0.000 filters.py:235(MergedFilter)
        1    0.000    0.000    0.000    0.000 filters.py:274(SpecialMethodName)
        1    0.000    0.000    0.000    0.000 recursion.py:53(RecursionDetector)
        1    0.000    0.000    0.000    0.000 names.py:436(AnonymousParamName)
        1    0.000    0.000    0.000    0.000 lazy_value.py:16(LazyKnownValue)
        1    0.000    0.000    0.000    0.000 lazy_value.py:28(LazyUnknownValue)
        1    0.000    0.000    0.000    0.000 context.py:333(NamespaceContext)
        1    0.000    0.000    0.000    0.000 iterable.py:624(Slice)
        1    0.000    0.000    0.000    0.000 dynamic_arrays.py:171(_Modification)
        1    0.000    0.000    0.000    0.000 function.py:43(FunctionAndClassBase)
        1    0.000    0.000    0.000    0.000 instance.py:498(InstanceClassFilter)
        1    0.000    0.000    0.000    0.000 typing.py:143(ProxyTypingValue)
        1    0.000    0.000    0.000    0.000 typing.py:300(NewTypeFunction)
        1    0.000    0.000    0.000    0.000 base.py:41(_TypeVarFilter)
        1    0.000    0.000    0.000    0.000 base.py:309(BaseTypingValueWithGenerics)
        2    0.000    0.000    0.000    0.000 syntax_tree.py:34(_limit_value_infers)
        1    0.000    0.000    0.000    0.000 prompts.py:60(ClassicPrompts)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-43>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-72>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-115>:1(<module>)
        1    0.000    0.000    0.000    0.000 constraints.py:182(_GreaterThanEq)
        1    0.000    0.000    0.000    0.000 constraints.py:198(_LessThan)
        1    0.000    0.000    0.000    0.000 utils.py:88(lazy_property)
        1    0.000    0.000    0.000    0.000 transforms.py:460(SoftmaxTransform)
        1    0.000    0.000    0.000    0.000 __init__.py:33(_SupportedQEnginesProp)
        1    0.000    0.000    0.000    0.000 stubs.py:21(DeQuantStub)
        1    0.000    0.000    0.000    0.000 qconfig.py:7(QConfig)
        1    0.000    0.000    0.000    0.000 sampler.py:5(Sampler)
        1    0.000    0.000    0.000    0.000 fetch.py:18(_IterableDatasetFetcher)
        1    0.000    0.000    0.000    0.000 core.py:282(ActionWrapper)
        1    0.000    0.000    0.000    0.000 registration.py:92(__init__)
        1    0.000    0.000    0.000    0.000 case.py:25(SkipTest)
        1    0.000    0.000    0.000    0.000 hashing.py:45(_MyHash)
        1    0.000    0.000    0.000    0.000 compressor.py:213(LZ4CompressorWrapper)
        1    0.000    0.000    0.000    0.000 pool.py:180(PicklingPool)
        1    0.000    0.000    0.000    0.000 pool.py:219(MemmappingPool)
        1    0.000    0.000    0.000    0.000 context.py:243(LokyInitMainContext)
        1    0.000    0.000    0.000    0.000 {built-in method builtins.delattr}
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
        1    0.000    0.000    0.000    0.000 six.py:80(_import_module)
        1    0.000    0.000    0.000    0.000 six.py:86(_LazyDescr)
        1    0.000    0.000    0.000    0.000 __init__.py:172(c_ulong)
        1    0.000    0.000    0.000    0.000 __init__.py:235(c_char_p)
        1    0.000    0.000    0.000    0.000 pathlib.py:544(_RecursiveWildcardSelector)
        1    0.000    0.000    0.000    0.000 parse.py:126(_ResultMixinStr)
        1    0.000    0.000    0.000    0.000 parse.py:310(DefragResult)
        1    0.000    0.000    0.000    0.000 numerictypes.py:429(_typedict)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:36(TypeNADict)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1166(ComplexFloatingFormat)
        1    0.000    0.000    0.000    0.000 threading.py:721(BrokenBarrierError)
        1    0.000    0.000    0.000    0.000 _pytesttester.py:47(PytestTester)
        1    0.000    0.000    0.000    0.000 index_tricks.py:210(MGridClass)
        1    0.000    0.000    0.000    0.000 linalg.py:52(LinAlgError)
        1    0.000    0.000    0.000    0.000 core.py:170(MaskError)
        1    0.000    0.000    0.000    0.000 core.py:1335(make_mask_descr)
        1    0.000    0.000    0.000    0.000 __init__.py:208(IntStorage)
        1    0.000    0.000    0.000    0.000 _utils.py:372(ExceptionWrapper)
        1    0.000    0.000    0.000    0.000 tarfile.py:273(TarError)
        1    0.000    0.000    0.000    0.000 tarfile.py:285(StreamError)
        1    0.000    0.000    0.000    0.000 tarfile.py:300(InvalidHeaderError)
        1    0.000    0.000    0.000    0.000 tarfile.py:714(ExFileObject)
        1    0.000    0.000    0.000    0.000 __init__.py:154(DeferredCudaCallError)
        1    0.000    0.000    0.000    0.000 __init__.py:223(cudaStatus)
        1    0.000    0.000    0.000    0.000 __init__.py:228(CudaError)
        1    0.000    0.000    0.000    0.000 _jit_internal.py:649(FinalInstance)
        1    0.000    0.000    0.000    0.000 typing.py:283(_Immutable)
        1    0.000    0.000    0.000    0.000 typing.py:1359(NamedTupleMeta)
        1    0.000    0.000    0.000    0.000 conv.py:781(ConvTranspose3d)
        1    0.000    0.000    0.000    0.000 activation.py:518(LeakyReLU)
        1    0.000    0.000    0.000    0.000 activation.py:933(Softmin)
        1    0.000    0.000    0.000    0.000 loss.py:17(_WeightedLoss)
        1    0.000    0.000    0.000    0.000 loss.py:287(KLDivLoss)
        1    0.000    0.000    0.000    0.000 loss.py:1058(MultiMarginLoss)
        1    0.000    0.000    0.000    0.000 loss.py:604(HingeEmbeddingLoss)
        1    0.000    0.000    0.000    0.000 loss.py:919(MultiLabelSoftMarginLoss)
        1    0.000    0.000    0.000    0.000 container.py:12(Container)
        1    0.000    0.000    0.000    0.000 pooling.py:79(MaxPool2d)
        1    0.000    0.000    0.000    0.000 pooling.py:557(AvgPool3d)
        1    0.000    0.000    0.000    0.000 pooling.py:696(FractionalMaxPool3d)
        1    0.000    0.000    0.000    0.000 pooling.py:754(_LPPoolNd)
        1    0.000    0.000    0.000    0.000 pooling.py:863(_AdaptiveMaxPoolNd)
        1    0.000    0.000    0.000    0.000 pooling.py:970(_AdaptiveAvgPoolNd)
        1    0.000    0.000    0.000    0.000 batchnorm.py:254(BatchNorm3d)
        1    0.000    0.000    0.000    0.000 variable.py:5(VariableMeta)
        1    0.000    0.000    0.000    0.000 function.py:243(InplaceFunction)
        1    0.000    0.000    0.000    0.000 grad_mode.py:100(set_grad_enabled)
        1    0.000    0.000    0.000    0.000 anomaly_mode.py:79(set_detect_anomaly)
        1    0.000    0.000    0.000    0.000 profiler.py:704(EnforceUnique)
        1    0.000    0.000    0.000    0.000 instancenorm.py:52(InstanceNorm1d)
        1    0.000    0.000    0.000    0.000 padding.py:72(ConstantPad2d)
        1    0.000    0.000    0.000    0.000 padding.py:357(ReplicationPad3d)
        1    0.000    0.000    0.000    0.000 rnn.py:948(GRUCell)
        1    0.000    0.000    0.000    0.000 spectral_norm.py:191(SpectralNormStateDictHook)
        1    0.000    0.000    0.000    0.000 upsampling.py:142(UpsamplingNearest2d)
        1    0.000    0.000    0.000    0.000 upsampling.py:187(UpsamplingBilinear2d)
        1    0.000    0.000    0.000    0.000 __init__.py:26(ContextProp)
        1    0.000    0.000    0.000    0.000 __init__.py:240(FilterDescriptor)
        1    0.000    0.000    0.000    0.000 __init__.py:261(DropoutDescriptor)
        1    0.000    0.000    0.000    0.000 annotations.py:20(Module)
        1    0.000    0.000    0.000    0.000 optimizer.py:9(_RequiredParameter)
        1    0.000    0.000    0.000    0.000 connection.py:754(ConnectionWrapper)
        1    0.000    0.000    0.000    0.000 request.py:1214(ProxyDigestAuthHandler)
        1    0.000    0.000    0.000    0.000 request.py:1386(UnknownHandler)
        1    0.000    0.000    0.000    0.000 client.py:1487(RemoteDisconnected)
        1    0.000    0.000    0.000    0.000 errors.py:8(MessageError)
        2    0.000    0.000    0.000    0.000 __init__.py:232(_register_at_fork_reinit_lock)
        1    0.000    0.000    0.000    0.000 __init__.py:674(Filter)
        1    0.000    0.000    0.000    0.000 traitlets.py:927(ValidateHandler)
        1    0.000    0.000    0.000    0.000 traitlets.py:2017(Bytes)
        1    0.000    0.000    0.000    0.000 argparse.py:695(MetavarTypeHelpFormatter)
        1    0.000    0.000    0.000    0.000 argparse.py:728(ArgumentError)
        1    0.000    0.000    0.000    0.000 argparse.py:848(_StoreAction)
        1    0.000    0.000    0.000    0.000 argparse.py:940(_AppendAction)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-2>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-5>:1(<module>)
        1    0.000    0.000    0.000    0.000 excolors.py:170(__init__)
        1    0.000    0.000    0.000    0.000 skipdoctest.py:6(<module>)
        1    0.000    0.000    0.000    0.000 data.py:3(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-7>:1(<module>)
        1    0.000    0.000    0.000    0.000 error.py:30(IPythonCoreError)
        1    0.000    0.000    0.000    0.000 error.py:48(StdinNotImplementedError)
        1    0.000    0.000    0.000    0.000 magic.py:664(MagicAlias)
        1    0.000    0.000    0.000    0.000 display.py:673(TextDisplayObject)
        1    0.000    0.000    0.000    0.000 interactiveshell.py:277(DummyMod)
        1    0.000    0.000    0.000    0.000 prefilter.py:35(PrefilterError)
        1    0.000    0.000    0.000    0.000 autocall.py:51(ExitAutocall)
        1    0.000    0.000    0.000    0.000 displayhook.py:314(CapturingDisplayHook)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-10>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-11>:1(<module>)
        1    0.000    0.000    0.000    0.000 queues.py:235(LifoQueue)
        1    0.000    0.000    0.000    0.000 windows_events.py:832(WindowsSelectorEventLoopPolicy)
        1    0.000    0.000    0.000    0.000 buffer.py:58(EditReadOnlyBuffer)
        1    0.000    0.000    0.000    0.000 document.py:65(_DocumentCache)
        1    0.000    0.000    0.000    0.000 minidom.py:1381(Notation)
        1    0.000    0.000    0.000    0.000 xmlbuilder.py:368(DOMImplementationLS)
        1    0.000    0.000    0.000    0.000 validation.py:153(DummyValidator)
        1    0.000    0.000    0.000    0.000 vt100_parser.py:33(_Flush)
        1    0.000    0.000    0.000    0.000 style.py:172(Style)
        1    0.000    0.000    0.000    0.000 parser.py:57(Stack)
        1    0.000    0.000    0.000    0.000 tree.py:234(TypedLeaf)
        1    0.000    0.000    0.000    0.000 generator.py:34(Grammar)
        1    0.000    0.000    0.000    0.000 token.py:4(TokenType)
        1    0.000    0.000    0.000    0.000 tree.py:68(DocstringMixin)
        1    0.000    0.000    0.000    0.000 tree.py:96(PythonMixin)
        1    0.000    0.000    0.000    0.000 tree.py:765(ForStmt)
        1    0.000    0.000    0.000    0.000 tree.py:795(WithStmt)
        1    0.000    0.000    0.000    0.000 tree.py:818(Import)
        1    0.000    0.000    0.000    0.000 errors.py:372(IndentationRule)
        1    0.000    0.000    0.000    0.000 errors.py:380(_ExpectIndentedBlock)
        1    0.000    0.000    0.000    0.000 errors.py:393(ErrorFinderConfig)
        1    0.000    0.000    0.000    0.000 errors.py:405(_InvalidSyntaxRule)
        1    0.000    0.000    0.000    0.000 errors.py:472(_NameChecks)
        1    0.000    0.000    0.000    0.000 errors.py:487(_StringChecks)
        1    0.000    0.000    0.000    0.000 errors.py:526(_StarCheck)
        1    0.000    0.000    0.000    0.000 errors.py:539(_StarStarCheck)
        1    0.000    0.000    0.000    0.000 errors.py:604(_ImportStarInFunction)
        1    0.000    0.000    0.000    0.000 normalizer.py:6(_NormalizerMeta)
        1    0.000    0.000    0.000    0.000 _compatibility.py:272(ImplicitNSInfo)
        1    0.000    0.000    0.000    0.000 file_io.py:17(FolderIO)
        1    0.000    0.000    0.000    0.000 cache.py:78(call_signature_time_cache)
        1    0.000    0.000    0.000    0.000 cache.py:82(inference_state_method_generator_cache)
        1    0.000    0.000    0.000    0.000 base_value.py:312(TreeValue)
        1    0.000    0.000    0.000    0.000 value.py:370(CompiledValueName)
        1    0.000    0.000    0.000    0.000 value.py:377(EmptyCompiledName)
        1    0.000    0.000    0.000    0.000 names.py:213(ValueName)
        1    0.000    0.000    0.000    0.000 access.py:107(decorator)
        1    0.000    0.000    0.000    0.000 access.py:161(AccessPath)
        1    0.000    0.000    0.000    0.000 context.py:344(ClassContext)
        1    0.000    0.000    0.000    0.000 iterable.py:569(MergedArray)
        1    0.000    0.000    0.000    0.000 generics.py:26(_AbstractGenericManager)
        1    0.000    0.000    0.000    0.000 instance.py:37(AnonymousMethodExecutionFilter)
        1    0.000    0.000    0.000    0.000 instance.py:396(CompiledInstanceClassFilter)
        1    0.000    0.000    0.000    0.000 typing.py:35(TypingModuleName)
        1    0.000    0.000    0.000    0.000 typing.py:99(TypingValueWithIndex)
        1    0.000    0.000    0.000    0.000 type_var.py:7(TypeVarClass)
        1    0.000    0.000    0.000    0.000 decorator.py:9(Decoratee)
        1    0.000    0.000    0.000    0.000 interpreter.py:22(MixedModuleContext)
        1    0.000    0.000    0.000    0.000 stdlib.py:784(get_metaclass_filters)
        1    0.000    0.000    0.000    0.000 __init__.py:35(UserMagics)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-29>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-65>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-74>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-75>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-102>:1(<module>)
        1    0.000    0.000    0.000    0.000 backgroundjobs.py:468(BackgroundJobFunc)
        1    0.000    0.000    0.000    0.000 constraints.py:170(__init__)
        1    0.000    0.000    0.000    0.000 constraints.py:231(_HalfOpenInterval)
        1    0.000    0.000    0.000    0.000 __init__.py:13(cuFFTPlanCacheAttrContextProp)
        1    0.000    0.000    0.000    0.000 stubs.py:32(QuantWrapper)
        1    0.000    0.000    0.000    0.000 qconfig.py:41(QConfigDynamic)
        1    0.000    0.000    0.000    0.000 sampler.py:166(BatchSampler)
        1    0.000    0.000    0.000    0.000 dataloader.py:374(_SingleProcessDataLoaderIter)
        1    0.000    0.000    0.000    0.000 worker.py:22(ManagerWatchdog)
        1    0.000    0.000    0.000    0.000 _testutils.py:21(PytestTester)
        1    0.000    0.000    0.000    0.000 signals.py:9(_InterruptHandler)
        1    0.000    0.000    0.000    0.000 utils.py:1293(_Dummy)
        1    0.000    0.000    0.000    0.000 logger.py:91(PrintTime)
        1    0.000    0.000    0.000    0.000 compressor.py:198(__init__)
        1    0.000    0.000    0.000    0.000 compressor.py:597(__init__)
        1    0.000    0.000    0.000    0.000 numpy_pickle_compat.py:15(hex_str)
        1    0.000    0.000    0.000    0.000 numpy_pickle_compat.py:81(NDArrayWrapper)
        1    0.000    0.000    0.000    0.000 my_exceptions.py:38(TransportableException)
        1    0.000    0.000    0.000    0.000 synchronize.py:159(Lock)
        1    0.000    0.000    0.000    0.000 sre_parse.py:101(checklookbehindgroup)
        1    0.000    0.000    0.000    0.000 copyreg.py:22(constructor)
        1    0.000    0.000    0.000    0.000 _endian.py:46(BigEndianStructure)
        1    0.000    0.000    0.000    0.000 six.py:139(MovedAttribute)
        1    0.000    0.000    0.000    0.000 __init__.py:197(c_longdouble)
        1    0.000    0.000    0.000    0.000 pathlib.py:392(_Accessor)
        1    0.000    0.000    0.000    0.000 pathlib.py:982(PurePosixPath)
        1    0.000    0.000    0.000    0.000 pathlib.py:992(PureWindowsPath)
        1    0.000    0.000    0.000    0.000 parse.py:134(_ResultMixinBytes)
        1    0.000    0.000    0.000    0.000 numbers.py:12(Number)
        1    0.000    0.000    0.000    0.000 _ufunc_config.py:368(_unspecified)
        1    0.000    0.000    0.000    0.000 threading.py:255(_is_owned)
        1    0.000    0.000    0.000    0.000 threading.py:450(BoundedSemaphore)
        1    0.000    0.000    0.000    0.000 threading.py:1183(_MainThread)
        1    0.000    0.000    0.000    0.000 index_tricks.py:422(RClass)
        1    0.000    0.000    0.000    0.000 ast.py:284(NodeTransformer)
        1    0.000    0.000    0.000    0.000 core.py:846(_DomainSafeDivide)
        1    0.000    0.000    0.000    0.000 inspect.py:880(BlockFinder)
        1    0.000    0.000    0.000    0.000 inspect.py:2399(_void)
        1    0.000    0.000    0.000    0.000 dis.py:199(Instruction)
        1    0.000    0.000    0.000    0.000 queue.py:22(Full)
        1    0.000    0.000    0.000    0.000 serialization.py:33(SourceChangeWarning)
        1    0.000    0.000    0.000    0.000 tarfile.py:279(ReadError)
        1    0.000    0.000    0.000    0.000 tarfile.py:282(CompressionError)
        1    0.000    0.000    0.000    0.000 tarfile.py:288(HeaderError)
        1    0.000    0.000    0.000    0.000 __init__.py:494(DoubleStorage)
        1    0.000    0.000    0.000    0.000 __init__.py:498(FloatStorage)
        1    0.000    0.000    0.000    0.000 _jit_internal.py:666(BroadcastingListCls)
        1    0.000    0.000    0.000    0.000 typing.py:882(_TypingEmpty)
        1    0.000    0.000    0.000    0.000 conv.py:483(_ConvTransposeMixin)
        1    0.000    0.000    0.000    0.000 activation.py:885(Softsign)
        1    0.000    0.000    0.000    0.000 loss.py:1120(TripletMarginLoss)
        1    0.000    0.000    0.000    0.000 loss.py:1194(CTCLoss)
        1    0.000    0.000    0.000    0.000 loss.py:727(SmoothL1Loss)
        1    0.000    0.000    0.000    0.000 pooling.py:30(MaxPool1d)
